,banco,fecha,texto,src,rt,fav,palabras,country,type,place,desde,sigue_a,lo_siguen
333,bbva,2020-10-17 23:41:23,Justo ayer publicaba algo del vishing en relación al MesDeLaCiberseguridad y horas después me cae este ejemplo de suplantación a bbva   Envían este mensaje de texto y si contestas con la palabra rechazar te contactan vía telefónica para seguir con la estafa... infosecmx https://t.co/QHBTgoBT6K,Twitter for Android,1,0,seguridad,,,,2008-02-28 22:55:13,4243,4267
334,bbva,2020-10-17 23:39:58,"N_Trastamara Cada vez hay más mensajes, de este tipo. Triángulos por todos los lados. Perfumes caros, joyería, coches lujosos, el BBVA. Parece ser que ya no quieren esconderse.",Twitter for iPhone,0,0,,,,,2020-03-16 12:57:21,109,63
344,bbva,2020-10-17 23:36:35,ROBO EN EL BBVA,Twitter for iPhone,0,1,,,,,2010-04-15 21:31:13,710,333
347,bbva,2020-10-17 23:33:10,⚽| ¡Hoy regresa nuestro Monterrey a Casa! ¡Hoy y siempre lo jugamos todos Juntos! 💪🏼  ⌚️ 17:06 hrs. 🏟 BBVA 📺 FoxSportsMx 🇺🇸 ESPN  ¡A dejar el alma en la cancha! 🗣  gatorademex ArribaElMonterrey https://t.co/ogYZzFNSo7,Twitter Web App,31,0,,,,,2013-02-24 05:06:24,876,554
348,bbva,2020-10-17 23:33:01,MasterChef_Uy pugliainvita canal10uruguay bbva_uruguay XimeTorres8 elfranchuteji No miro el programa pues es de muy bajo nivel.,Twitter for Android,0,0,,,,,2020-07-21 23:26:40,626,574
349,bbva,2020-10-17 23:32:15,"rogelio7funes realiza una faena dentro del área y clava su gol 112 vistiendo al Azul y Blanco.    Golazo de Funes Goli y con esta anotación, el Monterrey vence al minuto 58 al Puebla en el BBVA.  VamosRayados RepúblicaRayada ArribaElMonterrey https://t.co/6FrORSHG2G",Twitter for Android,3,0,,,,,2011-07-18 02:59:03,255,104
358,bbva,2020-10-17 23:28:45,"ElizaVlvrd Son inmediatos, no? Cuando a mí me depositan a BBVA enseguida avisa...",Twitter for Android,0,0,,,,,2010-01-20 04:27:13,702,202
359,bbva,2020-10-17 23:27:08,"Las puertas hacia la afición se abren para la Liga MX ⚽️🇲🇽  diegoyvey, nos platica sobre el regreso de la afición a los estadios de la Liga BBVA MX. Comenta los diferentes escenarios, así como riesgos que esta decisión puede tener.  ¡No te lo pierdas!  https://t.co/N4NCxyfEVI",Twitter for Android,1,0,,,,,2015-09-04 01:22:31,357,60
360,bbva,2020-10-17 23:26:51,"SinEmbargoMX Lo mismo hacen pero indican que son de BBVA_Mex y/o Citibanamex, ya me sucedió.... desafortunadamente muchos caen en la trampa....",Twitter for iPhone,0,0,,,,,2010-01-22 23:53:52,456,110
362,bbva,2020-10-17 23:26:39,JAthaualpa Es decir que con el dinero de ExAfp exaportanteafp  AfpsEx AsocExAportAfp AfpsNo paga a David Tuesta (quién bloquea cuando le recuerda que trabajo en la banca comercial en BBVA 13 años y por 2 meses de Ministro se las daba de opinólogo neutral ahora se quitó la careta.,Twitter for Android,12,0,dinero,,,,2020-01-03 23:24:32,151,157
364,bbva,2020-10-17 23:23:57,"📹 ElResumen  ¡Rayados con la ventaja AlMedioTiempo!  En la cancha del Estadio BBVA, Monterrey está ganando 2 goles a 0 ante el Puebla después de 45 minutos.  Revive aquí lo mejor del primer tiempo.  Guard1anes2020 ⚽ LigaBBVAMX https://t.co/g3tXlN2RlN",Twitter for Android,6,0,,,,,2009-11-05 03:50:53,1115,6394
368,bbva,2020-10-17 23:20:12,"NataYKT Hola Nata, comentarte que el caso se encuentra atendido por nuestra área encargada para las verificaciones y ayudarte. ¡Quedamos atentos!",S1Gateway,0,0,,,,,2011-02-22 16:19:08,141,281084
374,bbva,2020-10-17 23:16:26,"DanielOlortiga Genovev61561656 paolobenza bbva_peru IndecopiOficial SBSPERU congresoperu También a mi mamá por el BBVA, estuvo con covid en mayo y se retrasó 13 días, por primera vez en 11 años, le cobraron 300 soles por penalidad pero ahora debe pagar por intereses compensatorios casi 150 soles mensuales adicionales a su cuota por 5 meses hasta febrero.",Twitter for Android,0,0,"sat,interes",,,,2011-03-06 18:30:49,880,564
375,bbva,2020-10-17 23:16:14,Vaaamosss Vaaaaaaaaaaaaaaamooosss VamosRayados  Inicia el 2ndo tiempo en el BBVA,Twitter Web App,2,0,,,,,2018-09-18 15:38:27,94,6674
376,bbva,2020-10-17 23:15:56,Inicia el Segundo Tiempo: Rayados 2 - 0 ClubpueblaMX. Sigue todos los detalles en https://t.co/KjTAsjr8RL,Twitter for iPhone,1,0,,,,,2010-02-28 23:25:45,2318,25272
379,bbva,2020-10-17 23:15:23,Rayados | Guard1anes2020 | LigaMX ⚽  ⏱️ Arranca el segundo tiempo en el Estadio BBVA  🤠 Rayados 2-0 🎽 ClubPueblaMX,TweetDeck,1,0,,,,,2019-03-30 01:19:02,2452,6380
380,bbva,2020-10-17 23:15:16,¡REINICIAN LAS ACCIONES EN EL BBVA! ⏱️  Se disputan los segundos 45 minutos entre Rayados y ClubPueblaMX   🤠 Rayados 2-0 Puebla 🎽  🔴 EN VIVO:  https://t.co/37XBnCQiRX,Twitter Web App,0,5,,,,,2009-03-31 22:53:58,438,1373901
387,bbva,2020-10-17 23:15:01,¡Empieza la parte complementaria en el estadio BBVA!  Rayados 2-0 ClubPueblaMX  LigaMX Guard1anes2020,Twitter for iPhone,0,1,,,,,2016-10-07 22:17:51,242,7510
389,bbva,2020-10-17 23:14:46,Guard1anes2020 | Min 46' ⏱️  Comenzó el segundo tiempo en el BBVA.  MTY 🤠 2-0 PUE 🎽  Acciones del partido: https://t.co/4IRHEvYGLP  SomosONCE https://t.co/v93kVXyQga,TweetDeck,0,0,,,,,2018-01-08 23:11:16,659,15125
391,bbva,2020-10-17 23:14:38,Guardianes2020 ¡Comienza el segundo tiempo!   Rayados 🤠 2-0 Puebla 🎽 🏟 Estadio BBVA https://t.co/WgUCmFK1rn,Twitter Web App,0,2,,,,,2009-08-07 20:28:29,459,207481
394,bbva,2020-10-17 23:13:52,"¿Saben cual es el peor banco de Colombia? BBVA_Colombia. Su servicio al cliente es PERVERSO, MENTIROSO Y LADRÓN.",Twitter for iPad,0,0,"servicio,cliente,banco,servicio",,,,2012-02-01 22:43:22,958,680
395,bbva,2020-10-17 23:13:07,"Guard1anes2020 | José Rodríguez, aficionado rayado, siempre está presente para recibir a Rayados en el BBVA, incluso en medio de la pandemia. ¿Le gustaría regresar al estadio? Checa lo que nos dijo. 👇  📹: Karinaggz ➡️ https://t.co/PlEIAlKe7z  SomosONCE https://t.co/DPFuItNNux",Twitter for Android,3,0,pandemia,,,,2013-06-15 06:33:35,1391,1717
396,bbva,2020-10-17 23:13:05,"Después de 45 minutos en el Estadio BBVA, este es el análisis de Rayados en su victoria parcial sobre Puebla.  PorLaSaludDeTodos ➡️ Guard1anes2020 ⚽ LigaBBVAMX 🤠 https://t.co/VlRUzQfaa8",Twitter for iPhone,1,0,,,,,2020-03-10 00:50:55,945,594
397,bbva,2020-10-17 23:12:35,Guardianes2020🇲🇽⚽  Rayados 🤠 2-0 🎽 ClubPueblaMX  ¡Nos vamos al descanso en el BBVA!  CompartimosLaEmoción  🔴 Sigue las acciones del partido: https://t.co/DWVcNGO208 https://t.co/33zK3anPyX,TweetDeck,0,9,,,,,2009-05-15 00:37:09,178,2611755
398,bbva,2020-10-17 23:12:31,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/IMoF4N9Hk7 via julioastillero,Twitter for Android,0,0,cuenta,,,,2010-04-17 19:28:21,856,413
